address,city,country,keys,latitude,longitude,name,postalcode,province
6023 University Ave,Cedar Falls,US,us/ia/cedarfalls/6023universityave/-864103396,42.51238,-92.43069,TACO BELL,50613,IA
4400 Central Pl,Fairfield,US,us/ca/fairfield/4400centralpl/-1161002137,38.22268,-122.1264,MCDONALDS,94534,CA
2792 North Highway 18,Fort Stockton,US,us/tx/fortstockton/2792northhighway18/-2061630068,30.908125,-102.8841,BURGER KING,79735,TX
1079 N Morton St,Franklin,US,us/in/franklin/1079nmortonst/-2061630068,39.49126,-86.06367,BURGER KING,46131,IN
150 W Washington,Freeland,US,us/mi/freeland/150wwashington/-2061630068,43.52505,-84.12482,BURGER KING,48623,MI
412 South St,Front Royal,US,us/va/frontroyal/412southst/-2061630068,38.91186,-78.18787,BURGER KING,22630,VA
4805 Avenue O,Fort Madison,US,us/ia/fortmadison/4805avenueo/-2061630068,40.624002,-91.374393,BURGER KING,52627,IA
230 W Bridge St,Oswego,US,us/ny/oswego/230wbridgest/-1161002137,43.453915,-76.52607,MCDONALDS,13126,NY
1620 N State St,Greenfield,US,us/in/greenfield/1620nstatest/-2061630068,39.810868,-85.769857,BURGER KING,46140,IN
2752 Hwy 50 South,Grand Junction,US,us/co/grandjunction/2752hwy50south/-2061630068,39.039467,-108.54112,BURGER KING,81503,CO
410 Pearl St NW,Grand Rapids,US,us/mi/grandrapids/410pearlstnw/-2061630068,42.966615,-85.679417,BURGER KING,49504,MI
31 44th St SW,Grandville,US,us/mi/grandville/3144thstsw/-2061630068,42.885404,-85.782717,BURGER KING,49418,MI
34 Broadview Ave,Warrenton,US,us/va/warrenton/34broadviewave/-2061630068,38.71846,-77.80804,BURGER KING,20186,VA
21 W Main St,Ventura,US,us/ca/ventura/21wmainst/-2061630068,34.281365,-119.301068,BURGER KING,93001,CA
131 Genesee St,Oneida,US,us/ny/oneida/131geneseest/-791445730,43.0785,-75.6432,WENDYS,13421,NY
625 E Ridge Rd,Rochester,US,us/ny/rochester/625eridgerd/-2061630068,43.1959,-77.6007,BURGER KING,14621,NY
212 Genesee St,Oneida,US,us/ny/oneida/212geneseest/-2061630068,43.07921,-75.6454,BURGER KING,13421,NY
2000 Rt 35,Asbury Park,US,us/nj/asburypark/2000rt35/-1161002137,40.2636,-74.0425,MCDONALDS,7712,NJ
1201 N Berkeley Blvd,Goldsboro,US,us/nc/goldsboro/1201nberkeleyblvd/-345832572,35.380475,-77.932916,CHICK-FIL-A,27534,NC
2050 State Rte 60 E,Valrico,US,us/fl/valrico/2050staterte60e/-1161002137,27.9384,-82.2532,MCDONALDS,33594,FL
1322 W Grantham St,Goldsboro,US,us/nc/goldsboro/1322wgranthamst/696490760,35.40122,-78.01687,HARDEES,27530,NC
664 E Main St,Franklin,US,us/nc/franklin/664emainst/-1161002137,35.18693,-83.37137,MCDONALDS,28734,NC
130 Westgate Plz,Franklin,US,us/nc/franklin/130westgateplz/-2061630068,35.16566,-83.40051,BURGER KING,28734,NC
15 Allman Dr,Franklin,US,us/nc/franklin/15allmandr/93075755,35.16191,-83.391,ARBYS,28734,NC
917 Georgia Road,Franklin,US,us/nc/franklin/917georgiaroad/1241037051,35.162468,-83.392228,BOJANGLES FAMOUS CHICKEN N BISCUITS,28734,NC
161 Route 73 S,Marlton,US,us/nj/marlton/161route73s/-448666054,39.8974,-74.9303,FIVE GUYS,8053,NJ
714 W Petree Road,Anadarko,US,us/ok/anadarko/714wpetreeroad/-1161002137,35.0573,-98.2551,MCDONALDS,73005,OK
1339 Broad Street,Bloomfield,US,us/nj/bloomfield/1339broadstreet/-1161002137,40.8363,-74.181,MCDONALDS,7003,NJ
830 S Madison Blvd,Bartlesville,US,us/ok/bartlesville/830smadisonblvd/-66712705,36.745082,-95.91728,PIZZA HUT,74006,OK
415 N. Mississippi,Ada,US,us/ok/ada/415nmississippi/1780593795,34.778,-96.6702,SONIC DRIVE-IN,74820,OK
818 N Country Club Rd,Ada,US,us/ok/ada/818ncountryclubrd/-1161002137,34.78304,-96.65208,MCDONALDS,74820,OK
400 N Mississippi Ave,Ada,US,us/ok/ada/400nmississippiave/93075755,34.77794,-96.66958,ARBYS,74820,OK
2935 E Frank Phillips Blvd,Bartlesville,US,us/ok/bartlesville/2935efrankphillipsblvd/93075755,36.75009,-95.945803,ARBYS,74003,OK
606 Se Washington Blvd,Bartlesville,US,us/ok/bartlesville/606sewashingtonblvd/-1161002137,36.74635,-95.9345,MCDONALDS,74006,OK
3425 E Frank Phillips Blvd,Bartlesville,US,us/ok/bartlesville/3425efrankphillipsblvd/-791445730,36.7506,-95.939,WENDYS,74006,OK
1104 W 2nd St,Chico,US,us/ca/chico/1104w2ndst/-2061630068,39.724031,-121.850258,BURGER KING,95928,CA
395 Oro Dam Blvd E,Oroville,US,us/ca/oroville/395orodamblvde/-791445730,39.49769,-121.57241,WENDYS,95965,CA
8937 Rancho Del Rio Drive,New Port Richey,US,us/fl/newportrichey/8937ranchodelriodrive/-1161002137,28.2353,-82.6665,MCDONALDS,34655,FL
400 Joseph Gallo Ct,Livingston,US,us/ca/livingston/400josephgalloct/-230519289,37.387823,-120.736552,JACK IN THE BOX,95334,CA
1100 S Mississippi,Atoka,US,us/ok/atoka/1100smississippi/-1161002137,34.3752,-96.1352,MCDONALDS,74525,OK
908 Arlington Ctr,Ada,US,us/ok/ada/908arlingtonctr/-1055723171,34.7827,-96.6493,DOMINOS PIZZA,74820,OK
1923 Hwy 50 E,Carson City,US,us/nv/carsoncity/1923hwy50e/-981164808,39.1726,-119.7467,EL POLLO LOCO,89701,NV
1002 Memorial Drive,Marietta,US,us/ok/marietta/1002memorialdrive/1780593795,33.9411,-97.128,SONIC DRIVE-IN,73448,OK
8050 Dean Martin Drive,Las Vegas,US,us/nv/lasvegas/8050deanmartindrive/-863563290,36.0434,-115.1872,TACO TIME,89139,NV
616 Broad St,Elyria,US,us/oh/elyria/616broadst/-2061630068,41.367763,-82.110575,BURGER KING,44035,OH
2391 Mission St,Santa Cruz,US,us/ca/santacruz/2391missionst/-1055723171,36.96093,-122.04805,DOMINOS PIZZA,95060,CA
500 Leavitt Rd,Amherst,US,us/oh/amherst/500leavittrd/-1161002137,41.4119,-82.2101,MCDONALDS,44001,OH
1071 S Toledo Blade Blvd,North Port,US,us/fl/northport/1071stoledobladeblvd/-2061630068,27.0737,-82.1557,BURGER KING,34288,FL
13939 Euclid Ave,Cleveland,US,us/oh/cleveland/13939euclidave/-791445730,41.527,-81.5858,WENDYS,44112,OH
550 N Center St,Lagrange,US,us/oh/lagrange/550ncenterst/-1161002137,41.243676,-82.119717,MCDONALDS,44050,OH
86 N Main St,Saint Albans,US,us/vt/saintalbans/86nmainst/-891525969,44.81303,-73.08328,SUBWAY,5478,VT
539 Steinwehr Ave,Gettysburg,US,us/pa/gettysburg/539steinwehrave/106088,39.81739,-77.23639,KFC,17325,PA
430 N Queen St,Littlestown,US,us/pa/littlestown/430nqueenst/-1161002137,39.74966,-77.093895,MCDONALDS,17340,PA
133 Blakely Rd,Colchester,US,us/vt/colchester/133blakelyrd/-891525969,44.54342,-73.21404,SUBWAY,5446,VT
595 South St,Warren,US,us/oh/warren/595southst/-1161002137,41.2347,-80.8101,MCDONALDS,44483,OH
198 W Lincoln Ave,Myerstown,US,us/pa/myerstown/198wlincolnave/696490760,40.377705,-76.310539,HARDEES,17067,PA
710 E Cumberland St,Lebanon,US,us/pa/lebanon/710ecumberlandst/-2061630068,40.3423,-76.3985,BURGER KING,17042,PA
480 N Venice By-Pass,Venice,US,us/fl/venice/480nvenicebypass/-1161002137,27.1076,-82.4385,MCDONALDS,34292,FL
2405 Riverside Ave,Paso Robles,US,us/ca/pasorobles/2405riversideave/106088,35.64,-120.6885,KFC,93446,CA
1902 Leesburg Grove City Road,Grove City,US,us/pa/grovecity/1902leesburggrovecityroad/-1161002137,41.1439,-80.158,MCDONALDS,16127,PA
141 Niblick Rd,Paso Robles,US,us/ca/pasorobles/141niblickrd/-791445730,35.6156,-120.6829,WENDYS,93446,CA
1208 E Grand Ave,Arroyo Grande,US,us/ca/arroyogrande/1208egrandave/-230519289,35.1208,-120.6008,JACK IN THE BOX,93420,CA
3629 Ohio 5,Cortland,US,us/oh/cortland/3629ohio5/-1161002137,41.3171,-80.7327,MCDONALDS,44410,OH
600 S High St,Cortland,US,us/oh/cortland/600shighst/-2061630068,41.3201,-80.7307,BURGER KING,44410,OH
25666 Northwest Freeway,Cypress,US,us/tx/cypress/25666northwestfreeway/-1161002137,29.9685,-95.6904,MCDONALDS,77429,TX
9460 W Sam Houston Pkwy S,Houston,US,us/tx/houston/9460wsamhoustonpkwys/-1161002137,29.67614,-95.56073,MCDONALDS,77099,TX
1107 24th St,Paso Robles,US,us/ca/pasorobles/110724thst/-864103396,35.6403,-120.688,TACO BELL,93446,CA
960 Schuylkill Mall,Frackville,US,us/pa/frackville/960schuylkillmall/-1161002137,40.77117,-76.23731,MCDONALDS,17931,PA
9000 W Front Rd,Atascadero,US,us/ca/atascadero/9000wfrontrd/-230519289,35.4684,-120.654,JACK IN THE BOX,93422,CA
180 N Memorial Hwy,Shavertown,US,us/pa/shavertown/180nmemorialhwy/-1161002137,41.3224,-75.9424,MCDONALDS,18708,PA
2014 State Route 53,Fremont,US,us/oh/fremont/2014stateroute53/-1161002137,41.3735,-83.118,MCDONALDS,43420,OH
204 W Adams Ave,Temple,US,us/tx/temple/204wadamsave/-230519289,31.0982,-97.34282,JACK IN THE BOX,76501,TX
1400 Lowes Blvd,Killeen,US,us/tx/killeen/1400lowesblvd/-1161002137,31.08996,-97.72917,MCDONALDS,76542,TX
1892 E State St,Salem,US,us/oh/salem/1892estatest/-1161002137,40.90108,-80.83379,MCDONALDS,44460,OH
7800 Sr 45,Lisbon,US,us/oh/lisbon/7800sr45/-1161002137,40.7878,-80.7751,MCDONALDS,44432,OH
300 28th St,Bellaire,US,us/oh/bellaire/30028thst/-1161002137,40.01148,-80.74575,MCDONALDS,43906,OH
155 Emily Dr,Clarksburg,US,us/wv/clarksburg/155emilydr/106088,39.2776,-80.2805,KFC,26301,WV
5 Harman Ave,Grafton,US,us/wv/grafton/5harmanave/-1161002137,39.345281,-80.003115,MCDONALDS,26354,WV
1067 N Bridge,Chillicothe,US,us/oh/chillicothe/1067nbridge/-1161002137,39.3573,-82.9757,MCDONALDS,45601,OH
5015 North Memorial Pkwy,Huntsville,US,us/al/huntsville/5015northmemorialpkwy/1241037051,34.793669,-86.578026,BOJANGLES FAMOUS CHICKEN N BISCUITS,35810,AL
1316 Hwy 72 East,Athens,US,us/al/athens/1316hwy72east/1241037051,34.783776,-86.944886,BOJANGLES FAMOUS CHICKEN N BISCUITS,35611,AL
1918 2nd Ave W,Williston,US,us/nd/williston/19182ndavew/-891525969,48.1631,-103.62554,SUBWAY,58801,ND
1627 Broadway St N,Menomonie,US,us/wi/menomonie/1627broadwaystn/-791445730,44.9017,-91.9321,WENDYS,54751,WI
1505 N Broadway,Menomonie,US,us/wi/menomonie/1505nbroadway/-1161002137,44.9003,-91.9325,MCDONALDS,54751,WI
1717 Broadway St N,Menomonie,US,us/wi/menomonie/1717broadwaystn/93075755,44.90241,-91.9328,ARBYS,54751,WI
2561 Northlake Blvd,West Palm Beach,US,us/fl/westpalmbeach/2561northlakeblvd/106088,26.8081,-80.0738,KFC,33403,FL
8701 Memorial Blvd,Port Arthur,US,us/tx/portarthur/8701memorialblvd/-345832572,29.94573,-93.99538,CHICK-FIL-A,77640,TX
1714 W State Route 18,Tiffin,US,us/oh/tiffin/1714wstateroute18/-1161002137,41.1113,-83.2036,MCDONALDS,44883,OH
620 N Countyline St,Fostoria,US,us/oh/fostoria/620ncountylinest/-1161002137,41.16463,-83.42052,MCDONALDS,44830,OH
3400 E Main St,Merrill,US,us/wi/merrill/3400emainst/-1161002137,45.1785,-89.6515,MCDONALDS,54452,WI
2058 National Rd,Wheeling,US,us/wv/wheeling/2058nationalrd/93075755,40.04861,-80.664326,ARBYS,26003,WV
1330 Stout Rd,Menomonie,US,us/wi/menomonie/1330stoutrd/1121518186,44.87939,-91.914096,CULVERS,54751,WI
855 National Rd,Wheeling,US,us/wv/wheeling/855nationalrd/696490760,40.0773,-80.695,HARDEES,26003,WV
775 W Johnson St,Fond Du Lac,US,us/wi/fonddulac/775wjohnsonst/696490760,43.784311,-88.464986,HARDEES,54935,WI
85 N Miller Drive,Sunbury,US,us/oh/sunbury/85nmillerdrive/-1161002137,40.2485,-82.8681,MCDONALDS,43074,OH
166 Mansfield Ave,Shelby,US,us/oh/shelby/166mansfieldave/-791445730,40.869611,-82.645239,WENDYS,44875,OH
151 Mansfield Ave,Shelby,US,us/oh/shelby/151mansfieldave/-1161002137,40.871359,-82.647116,MCDONALDS,44875,OH
25 W Hanley Rd,Mansfield,US,us/oh/mansfield/25whanleyrd/-1161002137,40.696667,-82.511731,MCDONALDS,44903,OH
666 Lexington Springmill Rd,Mansfield,US,us/oh/mansfield/666lexingtonspringmillrd/-1161002137,40.76998,-82.58999,MCDONALDS,44906,OH
1281 Valley Rd,Menasha,US,us/wi/menasha/1281valleyrd/-1161002137,44.23693,-88.42341,MCDONALDS,54952,WI
3800 Emerson Ave,Parkersburg,US,us/wv/parkersburg/3800emersonave/-791445730,39.288513,-81.531716,WENDYS,26104,WV
600 Grand Central Ave,Vienna,US,us/wv/vienna/600grandcentralave/-864103396,39.30528,-81.55042,TACO BELL,26105,WV
4915 E Interstate 20 Service Rd N,Weatherford,US,us/tx/weatherford/4915einterstate20servicerdn/1832448210,32.73772,-97.64231,WHATABURGER,76087,TX
14 Elm Grove Crossing Mall,Wheeling,US,us/wv/wheeling/14elmgrovecrossingmall/-891525969,40.04628,-80.6539,SUBWAY,26003,WV
961 National Rd,Wheeling,US,us/wv/wheeling/961nationalrd/-891525969,40.07798,-80.6904,SUBWAY,26003,WV
120 Zane St,Wheeling,US,us/wv/wheeling/120zanest/106088,40.0716,-80.7345,KFC,26003,WV
1004 N Loop 340,Waco,US,us/tx/waco/1004nloop340/-791445730,31.6044,-97.1042,WENDYS,76705,TX
9419 E 71st St,Tulsa,US,us/ok/tulsa/9419e71stst/93075755,36.06134,-95.87091,ARBYS,74133,OK
2700 E DuPont Ave,Belle,US,us/wv/belle/2700edupontave/-1161002137,38.20477,-81.5047,MCDONALDS,25015,WV
715 W Capital Auto Mall Expy,San Jose,US,us/ca/sanjose/715wcapitalautomallexpy/-1161002137,37.2752,-121.8653,MCDONALDS,95136,CA
301 S Fairway Dr,Kanab,US,us/ut/kanab/301sfairwaydr/-791445730,37.04302,-112.51349,WENDYS,84741,UT
687 W Price River Dr,Price,US,us/ut/price/687wpriceriverdr/-791445730,39.599878,-110.82264,WENDYS,84501,UT
680 E Central Ave,Dayton,US,us/oh/dayton/680ecentralave/106088,39.6755,-84.2438,KFC,45449,OH
549 S Main,Ephraim,US,us/ut/ephraim/549smain/-1161002137,39.35,-111.5876,MCDONALDS,84627,UT
2561 Campus Dr,Klamath Falls,US,us/or/klamathfalls/2561campusdr/-2061630068,42.249219,-121.789862,BURGER KING,97601,OR
2150 S 6th St,Klamath Falls,US,us/or/klamathfalls/2150s6thst/-791445730,42.21432,-121.76411,WENDYS,97601,OR
2759 S 6th St,Klamath Falls,US,us/or/klamathfalls/2759s6thst/93075755,42.210781,-121.755088,ARBYS,97603,OR
2481 Campus Dr,Klamath Falls,US,us/or/klamathfalls/2481campusdr/-1161002137,42.248892,-121.790462,MCDONALDS,97601,OR
50 Dover Crossing,Clarksville,US,us/tn/clarksville/50dovercrossing/1780593795,36.5519,-87.398,SONIC DRIVE-IN,37042,TN
6031 Muhlhauser Rd,West Chester,US,us/oh/westchester/6031muhlhauserrd/-2061630068,39.32317,-84.42818,BURGER KING,45069,OH
144 W Brigham Rd,Saint George,US,us/ut/saintgeorge/144wbrighamrd/-791445730,37.0606,-113.5859,WENDYS,84790,UT
1279 E 100 S,Saint George,US,us/ut/saintgeorge/1279e100s/-448666054,37.1065,-113.5561,FIVE GUYS,84790,UT
1235 S Bluff,Saint George,US,us/ut/saintgeorge/1235sbluff/-1161002137,37.0874,-113.5844,MCDONALDS,84770,UT
1911 W Sunset Blvd,Saint George,US,us/ut/saintgeorge/1911wsunsetblvd/-1161002137,37.12237,-113.62421,MCDONALDS,84770,UT
1838 W Sunset Blvd,Saint George,US,us/ut/saintgeorge/1838wsunsetblvd/-791445730,37.122734,-113.623076,WENDYS,84770,UT
136 Red Cliffs Dr,Saint George,US,us/ut/saintgeorge/136redcliffsdr/554191587,37.114797,-113.553321,CARLS JR,84790,UT
798 E Saint George Blvd,Saint George,US,us/ut/saintgeorge/798esaintgeorgeblvd/-1161002137,37.10944,-113.56661,MCDONALDS,84770,UT
3001 Bastogne Avenue,Fort Campbell,US,us/ky/fortcampbell/3001bastogneavenue/-864103396,36.647671,-87.453749,TACO BELL,42223,KY
2475 W Wheeler,Aransas Pass,US,us/tx/aransaspass/2475wwheeler/-1161002137,27.9235,-97.1756,MCDONALDS,78336,TX
1555 W Galbraith Rd,Cincinnati,US,us/oh/cincinnati/1555wgalbraithrd/-2061630068,39.217111,-84.545924,BURGER KING,45231,OH
4868 Houston Rd,Florence,US,us/ky/florence/4868houstonrd/-2061630068,39.019712,-84.628729,BURGER KING,41042,KY
605 W Central Ave,Springboro,US,us/oh/springboro/605wcentralave/-2061630068,39.561884,-84.255956,BURGER KING,45066,OH
5120 Delhi Ave,Cincinnati,US,us/oh/cincinnati/5120delhiave/-2061630068,39.094863,-84.613747,BURGER KING,45238,OH
14 Carothers Rd,Newport,US,us/ky/newport/14carothersrd/-2061630068,39.086386,-84.478213,BURGER KING,41071,KY
8549 Winton Rd,Cincinnati,US,us/oh/cincinnati/8549wintonrd/-2061630068,39.223404,-84.517544,BURGER KING,45231,OH
3432 Madison Pike,Ft Mitchell,US,us/ky/ftmitchell/3432madisonpike/-2061630068,39.034544,-84.53318,BURGER KING,41017,KY
1415 N Ed Carey Dr,Harlingen,US,us/tx/harlingen/1415nedcareydr/-791445730,26.1721,-97.6751,WENDYS,78550,TX
1605 W Harrison Ave,Harlingen,US,us/tx/harlingen/1605wharrisonave/1832448210,26.19011,-97.71322,WHATABURGER,78550,TX
200 Kingmont Rd,Fairmont,US,us/wv/fairmont/200kingmontrd/659024989,39.4425,-80.16758,QUIZNOS,26554,WV
1522 E Harrison Ave,Harlingen,US,us/tx/harlingen/1522eharrisonave/1832448210,26.19035,-97.67943,WHATABURGER,78550,TX
949 E Park Ave,Fairmont,US,us/wv/fairmont/949eparkave/-791445730,39.4767,-80.1217,WENDYS,26554,WV
23 Southland Dr,Fairmont,US,us/wv/fairmont/23southlanddr/93075755,39.43145,-80.18518,ARBYS,26554,WV
808 Fairmont Ave,Fairmont,US,us/wv/fairmont/808fairmontave/-2061630068,39.47521,-80.15172,BURGER KING,26554,WV
2502 Fairmont Ave,Fairmont,US,"us/wv/fairmont/2502fairmontave/696490760,us/wv/fairmont/2502fairmontave/696490760",39.4224,-80.1842,HARDEES,26554,WV
200 Main St E,Oak Hill,US,us/wv/oakhill/200mainste/-791445730,37.9729,-81.1477,WENDYS,25901,WV
1317 2nd Ave W,Williston,US,us/nd/williston/13172ndavew/-66712705,48.157062,-103.625752,PIZZA HUT,58801,ND
30 Carothers Rd,Newport,US,us/ky/newport/30carothersrd/-864103396,39.08481,-84.480558,TACO BELL,41071,KY
1810 2Nd Ave W,Williston,US,us/nd/williston/18102ndavew/-66712705,48.161544,-103.625753,PIZZA HUT,58801,ND
2222 2nd Ave W,Williston,US,us/nd/williston/22222ndavew/-1161002137,48.16583,-103.625,MCDONALDS,58801,ND
1020 2nd Ave W,Williston,US,us/nd/williston/10202ndavew/696490760,48.153438,-103.625735,HARDEES,58801,ND
521 Main St,Williston,US,us/nd/williston/521mainst/-1055723171,48.14933,-103.62257,DOMINOS PIZZA,58801,ND
1107 Second Ave W,Williston,US,us/nd/williston/1107secondavew/93075755,48.154526,-103.626381,ARBYS,58801,ND
60 N 4th St,Sunbury,US,us/pa/sunbury/60n4thst/-2061630068,40.862198,-76.790584,BURGER KING,17801,PA
33 E Independence St,Shamokin,US,us/pa/shamokin/33eindependencest/-791445730,40.79189,-76.55648,WENDYS,17872,PA
35 Bound Ave,Milton,US,us/pa/milton/35boundave/-1161002137,41.019555,-76.853877,MCDONALDS,17847,PA
513 N Alamo Rd,Alamo,US,us/tx/alamo/513nalamord/1832448210,26.194553,-98.121353,WHATABURGER,78516,TX
201 E Griffin Pkwy,Mission,US,us/tx/mission/201egriffinpkwy/1832448210,26.2298,-98.3218,WHATABURGER,78572,TX
2120 N Roosevelt Blvd,Key West,US,us/fl/keywest/2120nrooseveltblvd/-2061630068,24.560301,-81.780278,BURGER KING,33040,FL
6531 Winton Rd,Cincinnati,US,us/oh/cincinnati/6531wintonrd/169409967,39.202453,-84.521707,GOLD STAR CHILI,45224,OH
15506 Kutztown Rd,Kutztown,US,us/pa/kutztown/15506kutztownrd/93075755,40.536043,-75.734575,ARBYS,19530,PA
40 Martha Layne Collins Blvd,Newport,US,us/ky/newport/40marthalaynecollinsblvd/169409967,39.02709,-84.45144,GOLD STAR CHILI,41076,KY
4534 E US Highway 83,Rio Grande City,US,us/tx/riograndecity/4534eushighway83/-2061630068,26.3651,-98.7916,BURGER KING,78582,TX
106 Old Fayette Rd,Oak Hill,US,us/wv/oakhill/106oldfayetterd/-1055723171,38.0083,-81.12847,DOMINOS PIZZA,25901,WV
570 Fayette Town Center Road,Fayetteville,US,us/wv/fayetteville/570fayettetowncenterroad/93075755,38.032991,-81.12213,ARBYS,25840,WV
902 S Main St,Brigham City,US,us/ut/brighamcity/902smainst/-1161002137,41.49228,-112.01667,MCDONALDS,84302,UT
2300 W Main St,Tremonton,US,us/ut/tremonton/2300wmainst/-1161002137,41.71097,-112.20044,MCDONALDS,84337,UT
715 S Main St,Brigham City,US,us/ut/brighamcity/715smainst/-791445730,41.49557,-112.01561,WENDYS,84302,UT
1641 Grand Ave,San Diego,US,us/ca/sandiego/1641grandave/106088,32.79803,-117.23928,KFC,92109,CA
